,COUNT(session),COUNT(transaction),NUM_UNIQUE(transaction.artist),NUM_UNIQUE(transaction.page),NUM_UNIQUE(transaction.song),MEAN(transaction.length),SUM(transaction.length),MAX(transaction.itemInSession),MAX(transaction.length),MIN(transaction.length),WEEKDAY(first_session_time),WEEKDAY(registrationDate),MEAN(session.COUNT(transaction)),MEAN(session.MAX(transaction.itemInSession)),MEAN(session.MAX(transaction.length)),MEAN(session.MEAN(transaction.length)),MEAN(session.MIN(transaction.length)),MEAN(session.NUM_UNIQUE(transaction.artist)),MEAN(session.NUM_UNIQUE(transaction.page)),MEAN(session.NUM_UNIQUE(transaction.song)),MEAN(session.SUM(transaction.length)),SUM(session.MAX(transaction.itemInSession)),SUM(session.MAX(transaction.length)),SUM(session.MEAN(transaction.length)),SUM(session.MIN(transaction.length)),SUM(session.NUM_UNIQUE(transaction.artist)),MAX(session.COUNT(transaction)),MAX(session.NUM_UNIQUE(transaction.artist)),MAX(session.NUM_UNIQUE(transaction.page)),MAX(session.NUM_UNIQUE(transaction.song)),MAX(session.SUM(transaction.length)),MIN(session.COUNT(transaction)),MIN(session.MAX(transaction.itemInSession)),MIN(session.MAX(transaction.length)),MIN(session.MEAN(transaction.length)),MIN(session.NUM_UNIQUE(transaction.artist)),MIN(session.NUM_UNIQUE(transaction.page)),MIN(session.NUM_UNIQUE(transaction.song)),MIN(session.SUM(transaction.length)),COUNT(transaction WHERE page = Thumbs Down),COUNT(transaction WHERE page = NextSong),COUNT(transaction WHERE page = Error),COUNT(transaction WHERE page = Submit Downgrade),COUNT(transaction WHERE page = Add Friend),COUNT(transaction WHERE page = Home),COUNT(transaction WHERE page = Help),COUNT(transaction WHERE page = About),COUNT(transaction WHERE page = Settings),COUNT(transaction WHERE page = Downgrade),COUNT(transaction WHERE page = Add to Playlist),COUNT(transaction WHERE page = Submit Upgrade),COUNT(transaction WHERE page = Cancellation Confirmation),COUNT(transaction WHERE page = Save Settings),COUNT(transaction WHERE page = Logout),COUNT(transaction WHERE page = Thumbs Up),COUNT(transaction WHERE page = Roll Advert),COUNT(transaction WHERE page = Upgrade),is_cancel,gender_F,gender_M,MODE(session.userAgent)_Linux,MODE(session.userAgent)_Macintosh,MODE(session.userAgent)_Windows,MODE(session.userAgent)_iPad,MODE(session.userAgent)_iPhone,MODE(transaction.page)_About,MODE(transaction.page)_Add Friend,MODE(transaction.page)_Add to Playlist,MODE(transaction.page)_Cancel,MODE(transaction.page)_Help,MODE(transaction.page)_Home,MODE(transaction.page)_Logout,MODE(transaction.page)_NextSong,MODE(transaction.page)_Settings,MODE(session.MODE(transaction.page))_About,MODE(session.MODE(transaction.page))_Add Friend,MODE(session.MODE(transaction.page))_Add to Playlist,MODE(session.MODE(transaction.page))_Cancel,MODE(session.MODE(transaction.page))_Help,MODE(session.MODE(transaction.page))_Home,MODE(session.MODE(transaction.page))_Logout,MODE(session.MODE(transaction.page))_NextSong,MODE(session.MODE(transaction.page))_Settings,positive_transaction_count,negative_transaction_count,neutral_transaction_count
36,4,558,391,13,447,206.11248498207914,115010.76662000015,283,819.80036,0.0,0,1,139.5,143.5,557.2958725000001,185.39422418864677,0.0,107.75,8.5,115.5,28752.691655000013,574,2229.1834900000003,741.5768967545871,0.0,431,278,213,11,235,60067.286610000054,14,16,270.73261,136.7040807142857,10,4,10,1913.85713,3.0,466.0,0.0,0.0,19.0,16.0,5.0,0.0,1.0,8.0,10.0,0.0,1.0,1.0,7.0,20.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,49.0,12.0,17.0
37,8,1025,640,16,781,201.24592915121957,206277.07738000006,519,933.0673,0.0,0,2,128.125,129.375,549.03138375,183.3216649371554,0.0,95.875,7.75,103.25,25784.63467249999,1035,4392.25107,1466.5733194972431,0.0,767,508,377,10,420,108758.03121999989,9,8,263.1571,131.96160222222224,7,3,7,1187.65442,7.0,843.0,0.0,1.0,19.0,33.0,10.0,2.0,6.0,2.0,22.0,1.0,0.0,1.0,8.0,48.0,20.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,91.0,9.0,61.0
38,7,776,541,14,625,205.7416104639173,159655.48971999984,584,1131.4673,0.0,0,5,110.85714285714286,113.0,553.8178557142858,184.26936171709698,0.0,84.85714285714286,6.571428571428571,92.0,22807.92710285713,791,3876.72499,1289.885532019679,0.0,594,568,427,14,475,119536.57588999992,2,1,189.88363,94.941815,2,2,2,189.88363,5.0,650.0,0.0,0.0,8.0,26.0,6.0,0.0,2.0,9.0,20.0,1.0,0.0,1.0,8.0,24.0,13.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,55.0,14.0,41.0
39,7,214,148,11,158,192.81030523364484,41261.40532,74,655.77751,0.0,0,0,30.571428571428573,30.857142857142858,431.0348842857143,179.48453620721563,22.711538571428573,23.571428571428573,4.857142857142857,23.857142857142858,5894.486474285714,216,3017.2441900000003,1256.3917534505094,158.98077,165,72,62,8,62,15876.49109,5,4,229.04118,81.13091999999999,3,1,3,405.65459999999996,2.0,163.0,0.0,0.0,13.0,8.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,8.0,8.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26.0,2.0,18.0
40,5,221,159,12,168,196.248502443439,43370.91904000002,119,700.81261,0.0,0,3,44.2,45.2,570.2369339999999,207.6288243215735,0.0,34.4,5.8,34.8,8674.183807999998,226,2851.1846699999996,1038.1441216078674,0.0,172,115,83,10,85,21434.63107,14,16,412.62975,184.74895195652172,11,3,11,2971.18894,2.0,173.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,5.0,10.0,13.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17.0,3.0,21.0
41,8,582,415,15,462,208.14666517182152,121141.35913000013,161,1071.882,0.0,0,6,72.75,74.375,557.8085275000001,205.8032736995022,0.0,59.125,6.5,60.375,15142.669891250001,595,4462.468220000001,1646.4261895960176,0.0,473,157,125,12,127,32165.77135000001,10,9,331.10159,190.6276042857143,9,3,9,1951.5522700000001,6.0,481.0,1.0,0.0,8.0,21.0,7.0,0.0,4.0,5.0,7.0,1.0,0.0,1.0,10.0,25.0,4.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,41.0,12.0,29.0
42,3,36,26,7,26,178.3666691666667,6421.200090000001,17,460.53832,0.0,0,4,12.0,11.333333333333334,377.22512333333333,181.03961620370367,0.0,9.333333333333334,3.6666666666666665,9.333333333333334,2140.40003,34,1131.67537,543.118848611111,0.0,28,18,14,5,14,3271.54349,6,5,250.69669,163.57633416666664,6,2,6,1186.7405899999999,0.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,0.0,4.0
43,1,38,27,9,27,169.7694852631579,6451.24044,40,374.80444,0.0,0,2,38.0,40.0,374.80444,169.7694852631579,0.0,27.0,9.0,27.0,6451.24044,40,374.80444,169.7694852631579,0.0,27,38,27,9,27,6451.24044,38,40,374.80444,169.7694852631579,27,9,27,6451.24044,0.0,26.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0,1.0,5.0
44,2,49,41,5,42,221.86077857142857,10871.17815,42,840.17587,0.0,0,0,24.5,24.0,584.14975,198.08012771317829,0.0,21.5,3.5,21.5,5435.589075,48,1168.2995,396.16025542635657,0.0,43,43,37,5,37,9871.65715,6,6,328.12363,166.58683333333332,6,2,6,999.521,0.0,41.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,0.0,6.0
45,5,199,137,13,140,171.55879432160805,34140.20007,70,462.23628,0.0,0,3,39.8,41.0,369.417994,161.25322136371352,0.0,28.8,6.6,29.2,6828.040014000001,205,1847.08997,806.2661068185676,0.0,144,67,45,9,46,11793.40284,4,5,227.39546,108.5973225,3,3,3,434.38929,3.0,142.0,0.0,0.0,7.0,11.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,10.0,10.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.0,4.0,24.0
46,16,1610,948,15,1190,203.2390929006212,327214.9395700001,266,831.37261,0.0,0,5,100.625,101.5625,544.575875,199.96159167765197,4.38038,78.125,6.5625,82.75,20450.933723124996,1625,8713.214,3199.3854668424315,70.08608,1250,262,209,12,224,55057.73917,4,3,268.2771,175.37073878787882,4,1,4,844.0928799999999,8.0,1331.0,4.0,0.0,35.0,50.0,7.0,0.0,5.0,7.0,45.0,1.0,0.0,2.0,14.0,66.0,32.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,149.0,19.0,87.0
47,7,616,433,14,472,201.75925037337663,124283.69823000001,309,2015.79057,0.0,0,1,88.0,91.42857142857143,860.5551142857142,191.76717218301047,0.0,68.57142857142857,7.142857142857143,70.71428571428571,17754.81403285715,640,6023.8858,1342.3702052810734,0.0,480,291,218,10,232,60173.60596000003,8,8,305.71057,146.93517125,7,3,7,1175.48137,3.0,500.0,0.0,0.0,6.0,28.0,2.0,1.0,2.0,2.0,19.0,1.0,0.0,0.0,14.0,31.0,4.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59.0,5.0,35.0
48,6,434,307,14,331,200.46241209677405,87000.68684999994,164,3024.66567,0.0,0,1,72.33333333333333,73.33333333333333,932.3445816666666,197.44757406874803,0.0,56.5,6.833333333333333,57.833333333333336,14500.114474999997,440,5594.067489999999,1184.685444412488,0.0,339,159,129,11,134,32284.151439999994,18,19,465.6322,185.7518956521739,16,4,16,3464.01279,3.0,343.0,0.0,0.0,7.0,17.0,0.0,1.0,8.0,3.0,13.0,1.0,0.0,2.0,6.0,15.0,13.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.0,6.0,39.0
49,3,165,118,12,124,186.58297430303026,30786.190759999994,82,741.98159,0.0,0,0,55.0,54.666666666666664,557.23492,183.61852178162385,0.0,41.0,8.666666666666666,42.0,10262.063586666669,164,1671.7047599999999,550.8555653448716,0.0,123,83,63,10,66,15616.10113,28,29,442.74893,169.8553028571429,21,7,21,4755.948480000001,2.0,123.0,0.0,0.0,9.0,6.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0,2.0,14.0
50,5,325,236,10,247,192.63944615384628,62607.82000000004,147,655.77751,0.0,0,3,65.0,67.6,423.14142400000003,190.91946375392652,0.0,50.0,5.0,51.0,12521.564000000002,338,2115.70712,954.5973187696326,0.0,250,138,102,9,104,26760.521929999988,9,8,259.39546,183.68114888888888,7,2,7,1653.13034,0.0,253.0,1.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,8.0,13.0,19.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25.0,1.0,38.0
51,5,649,450,14,523,206.34519442218783,133918.0311799999,190,877.00853,0.0,0,6,129.8,130.2,669.7948119999999,207.5813960801088,0.0,102.4,7.8,108.2,26783.606236000003,651,3348.9740599999996,1037.906980400544,0.0,512,186,139,10,151,37285.05158999999,45,46,494.99383,196.09806943396225,35,6,36,9550.29924,6.0,540.0,1.0,0.0,14.0,14.0,2.0,2.0,2.0,5.0,20.0,1.0,0.0,0.0,3.0,38.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,73.0,12.0,18.0
52,17,1705,1023,15,1283,205.04094534897365,349594.81182000006,258,763.16689,0.0,0,1,100.29411764705883,102.29411764705883,541.1383694117648,196.33451197573496,0.0,80.70588235294117,7.117647058823529,83.29411764705883,20564.40069529412,1739,9199.352280000001,3337.6867035874943,0.0,1372,252,202,13,213,53151.30077000001,13,13,356.77995,111.43815769230767,7,4,7,1448.6960499999998,9.0,1418.0,5.0,0.0,19.0,63.0,8.0,3.0,4.0,10.0,33.0,1.0,0.0,0.0,19.0,71.0,38.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,127.0,24.0,108.0
53,5,540,369,16,403,190.86022329629623,103064.52057999997,348,627.9571,0.0,0,6,108.0,111.0,590.549752,189.91945983241789,0.0,78.0,7.8,83.4,20612.904116000005,555,2952.74876,949.5972991620895,0.0,390,334,229,16,252,64135.196450000025,28,30,551.6273,186.24619142857142,22,5,22,5214.89336,8.0,422.0,1.0,1.0,3.0,23.0,0.0,1.0,3.0,1.0,15.0,1.0,0.0,2.0,7.0,14.0,36.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34.0,10.0,63.0
54,5,752,549,11,624,216.38522613031924,162721.69005000006,360,1062.97424,0.0,0,6,150.4,151.0,666.738576,160.9983619867224,0.0,118.6,6.2,128.0,32544.338009999996,755,3333.69288,804.9918099336119,0.0,593,356,274,10,304,77085.32411999999,1,0,0.0,0.0,1,1,1,0.0,9.0,651.0,0.0,0.0,13.0,19.0,1.0,0.0,6.0,5.0,10.0,0.0,0.0,2.0,4.0,32.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,55.0,14.0,25.0
55,9,603,393,16,441,192.7058228026533,116201.61114999994,211,1087.18975,0.0,0,5,67.0,67.44444444444444,563.2053522222221,196.7659648370548,0.0,49.77777777777778,6.666666666666667,51.77777777777778,12911.290127777778,607,5068.848169999999,1770.8936835334932,0.0,448,208,134,14,145,38554.995760000005,7,6,267.07546,137.67548200000002,6,2,7,1376.75482,5.0,465.0,0.0,0.0,6.0,22.0,5.0,0.0,4.0,6.0,22.0,1.0,1.0,4.0,5.0,13.0,37.0,6.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47.0,12.0,63.0
56,4,248,169,11,174,173.61136838709663,43055.61935999997,174,655.77751,0.0,0,3,62.0,64.0,462.88281500000005,169.8048594743335,0.0,44.0,6.75,44.5,10763.904840000001,256,1851.5312600000002,679.219437897334,0.0,176,168,119,10,121,29650.25607,26,26,351.60771,160.7582162962963,18,5,18,4340.47184,3.0,177.0,0.0,0.0,3.0,15.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,6.0,8.0,26.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.0,3.0,45.0
57,5,762,538,15,615,217.75220229658785,165927.17814999993,336,1218.01098,0.0,0,3,152.4,154.2,767.6913040000001,211.79290567887966,0.0,122.0,8.4,127.2,33185.43562999999,771,3838.45652,1058.9645283943983,0.0,610,329,256,12,272,73105.47875999998,29,28,370.442,184.31552085365848,27,4,27,6131.684540000001,5.0,646.0,1.0,0.0,5.0,29.0,4.0,1.0,2.0,6.0,16.0,1.0,0.0,0.0,6.0,28.0,11.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.0,12.0,43.0
58,7,492,317,17,360,193.04949579268288,94980.35192999998,186,1258.05669,0.0,0,4,70.28571428571429,70.71428571428571,678.8249699999999,212.59878105394816,0.0,51.57142857142857,7.571428571428571,53.42857142857143,13568.621704285715,495,4751.7747899999995,1488.191467377637,0.0,361,181,120,11,128,31909.06149000001,12,13,383.73832,149.2906061971831,10,4,10,3094.95754,7.0,369.0,0.0,1.0,6.0,21.0,1.0,1.0,5.0,2.0,14.0,0.0,1.0,1.0,5.0,18.0,37.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,40.0,10.0,64.0
59,7,249,191,14,196,202.41452341365476,50401.21633000004,92,674.06322,0.0,0,2,35.57142857142857,35.57142857142857,489.00806,199.50071855751827,0.0,29.0,6.0,29.142857142857142,7200.173761428571,249,3423.05642,1396.505029902628,0.0,203,93,83,8,83,20548.716609999992,12,13,348.57751,165.38184413793104,10,4,10,2893.5534700000003,5.0,198.0,2.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,2.0,6.0,15.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14.0,8.0,24.0
60,3,134,94,14,97,177.5771589552239,23795.339300000003,64,589.37424,0.0,0,6,44.666666666666664,44.666666666666664,516.4316533333334,182.6904555787546,0.0,32.333333333333336,8.666666666666666,33.0,7931.7797666666675,134,1549.2949600000002,548.0713667362638,0.0,97,65,46,11,48,11172.106030000004,14,15,464.92689,171.87855430769238,11,5,11,2754.71219,1.0,96.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,13.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.0,2.0,21.0
61,7,582,365,14,409,181.94234814433003,105890.44662000008,188,636.73424,0.0,0,2,83.14285714285714,84.85714285714286,475.2079428571428,168.2096610199171,0.0,59.285714285714285,7.857142857142857,61.142857142857146,15127.206660000005,594,3326.4556,1177.4676271394196,0.0,415,186,138,11,143,35079.98093000001,10,11,257.67138,134.911728,7,5,7,1349.1172800000002,6.0,423.0,1.0,0.0,9.0,22.0,4.0,1.0,3.0,0.0,8.0,0.0,0.0,1.0,8.0,25.0,68.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45.0,7.0,94.0
62,4,129,110,7,113,214.04977775193797,27612.421329999997,107,478.61506,0.0,0,4,32.25,31.75,353.7628125,203.66866777515722,41.5607025,28.25,3.25,29.0,6903.105332499999,127,1415.05125,814.6746711006289,166.24281,113,106,93,6,95,23172.815229999997,5,4,277.002,133.97012999999998,5,1,5,1156.20345,2.0,115.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,3.0,5.0
63,2,100,70,10,73,173.5358045,17353.58045,79,468.16608,0.0,0,3,50.0,50.0,464.44363,171.61774577505827,0.0,36.0,6.0,37.0,8676.790225,100,928.88726,343.23549155011654,0.0,72,78,56,7,58,13653.34235,22,21,460.72118,168.1926409090909,16,5,16,3700.2381,1.0,72.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,17.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,2.0,20.0
64,2,48,40,6,40,194.11173979166662,9317.363509999997,40,490.78812,0.0,0,6,24.0,23.0,396.42077,200.51767987804874,0.0,20.5,4.0,20.5,4658.681754999999,46,792.84154,401.0353597560975,0.0,41,41,34,6,34,7850.433989999998,7,6,302.05342,191.4739997560975,7,2,7,1466.92952,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.0,1.0,4.0
65,5,187,138,11,144,194.96698871657748,36458.82688999999,59,655.77751,0.0,0,4,37.4,38.2,465.449344,185.66835655373728,0.0,29.6,5.6,30.0,7291.765378000001,191,2327.24672,928.3417827686865,0.0,148,60,51,8,53,13630.853140000003,6,7,240.09098,135.87997000000001,5,3,5,815.2798200000001,3.0,146.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,4.0,5.0,5.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.0,6.0,14.0
66,4,264,176,9,194,186.83345075757575,49324.030999999995,109,501.78567,0.0,0,5,66.0,68.25,460.95628,197.27829994125943,0.0,49.0,5.75,50.25,12331.00775,273,1843.82512,789.1131997650377,0.0,196,104,73,7,77,19445.620550000007,12,11,418.53342,182.151215934066,12,2,12,2836.39664,6.0,198.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,18.0,19.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25.0,6.0,30.0
67,5,356,267,14,284,210.87346210674158,75070.95251,160,1400.2673,0.0,0,6,71.2,72.6,780.4547279999999,189.65007980696376,0.0,57.2,6.4,59.0,15014.190502000001,363,3902.27364,948.2503990348188,0.0,286,155,127,11,132,35279.29973,4,3,261.95546,118.425895,3,3,3,473.70358,10.0,294.0,0.0,0.0,2.0,13.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,6.0,10.0,9.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19.0,11.0,24.0
68,4,266,194,13,202,195.4140315413534,51980.132390000006,133,1388.72118,0.0,0,4,66.5,69.5,713.2468925000001,187.07213076953124,0.0,51.5,7.5,52.0,12995.033097500002,278,2852.9875700000002,748.288523078125,0.0,206,128,100,11,102,27085.537930000006,30,29,371.06893,167.36571055555552,23,5,23,5107.84309,2.0,205.0,0.0,0.0,2.0,17.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,7.0,12.0,11.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.0,3.0,29.0
69,3,206,165,9,174,209.06378975728148,43067.140689999986,85,655.77751,0.0,0,0,68.66666666666667,67.66666666666667,627.8961466666666,210.92950345710378,0.0,58.0,6.666666666666667,59.0,14355.713563333333,203,1883.68844,632.7885103713113,0.0,174,86,75,7,76,18249.868699999995,35,34,572.13342,199.6926655813954,30,6,30,7643.7027499999995,4.0,174.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17.0,9.0,6.0
70,2,28,24,4,24,227.91053071428573,6381.494860000001,21,506.51383,0.0,0,3,14.0,14.5,439.40526,218.30372935672517,0.0,12.5,3.5,12.5,3190.7474300000003,29,878.81052,436.60745871345034,0.0,25,19,18,4,18,4658.852690000001,9,8,372.29669,191.4046855555556,7,3,7,1722.6421700000003,0.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,2.0
71,7,415,296,15,327,189.645343638554,78702.81760999991,127,796.78649,0.0,0,0,59.285714285714285,59.42857142857143,497.6844442857143,182.60643568968982,0.0,47.0,7.142857142857143,48.0,11243.259658571424,416,3483.79111,1278.2450498278288,0.0,329,122,99,8,101,24080.228039999995,3,2,279.06567,112.68432117647059,3,2,3,669.36073,10.0,332.0,0.0,1.0,12.0,10.0,2.0,0.0,3.0,2.0,5.0,1.0,0.0,1.0,4.0,16.0,14.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35.0,12.0,27.0
72,23,1382,822,16,1000,196.0088367510853,270884.2123899999,379,3024.66567,0.0,0,4,60.08695652173913,60.52173913043478,613.551155652174,175.16283371119738,5.29943,45.608695652173914,5.608695652173913,47.34782608695652,11777.57445173913,1392,14111.676580000001,4028.7451753575397,121.88689,1049,367,268,12,295,73180.65089000003,1,0,0.0,0.0,1,1,1,0.0,14.0,1080.0,3.0,0.0,31.0,50.0,7.0,3.0,7.0,4.0,36.0,1.0,0.0,3.0,14.0,104.0,22.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,174.0,21.0,82.0
73,4,87,59,9,62,171.19750505747126,14894.18294,71,655.77751,0.0,0,3,21.75,23.0,329.38415,129.2562432093254,37.3353975,15.5,4.25,16.0,3723.545735,92,1317.5366,517.0249728373016,149.34159,62,63,45,8,47,11515.85179,1,0,0.0,0.0,1,1,1,0.0,0.0,61.0,0.0,1.0,2.0,7.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,2.0,8.0
74,5,407,307,14,332,201.41815071253072,81977.18734,172,734.48444,0.0,0,5,81.4,81.6,549.328528,201.53599011844616,0.0,66.4,6.6,67.8,16395.437468,408,2746.64264,1007.6799505922309,0.0,332,171,143,9,148,35173.54969,12,11,341.65506,191.12222168421047,12,2,12,2451.09052,2.0,334.0,0.0,0.0,4.0,13.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,3.0,35.0,2.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45.0,2.0,18.0
75,19,1529,932,15,1144,207.46020258992817,317206.6497600002,273,2015.79057,0.0,0,5,80.47368421052632,80.94736842105263,579.5948457894735,189.5946705862353,0.0,63.78947368421053,5.315789473684211,66.52631578947368,16695.086829473687,1538,11012.302069999998,3602.298741138471,0.0,1212,266,214,10,227,58211.551480000024,1,0,0.0,0.0,1,1,1,0.0,8.0,1264.0,1.0,0.0,19.0,48.0,4.0,1.0,4.0,5.0,45.0,1.0,0.0,0.0,10.0,109.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,175.0,14.0,61.0
76,8,557,391,13,438,200.7601201436267,111823.38692000006,268,979.56526,0.0,0,0,69.625,70.125,526.75873,185.89145824947192,0.0,54.0,4.875,56.875,13977.923365000008,561,4214.06984,1487.1316659957754,0.0,432,263,203,10,217,53529.31644000003,5,5,249.75628,111.537406,4,2,4,966.26802,5.0,459.0,2.0,0.0,15.0,17.0,1.0,0.0,1.0,6.0,8.0,1.0,0.0,0.0,6.0,35.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59.0,13.0,18.0
